Sigla;Código;Município;1970;1975;1980;1985;1996
GO;5218904;Rubiataba;1490.471872;2146.496769;1654.633372;1286.285133;20950.39187
GO;5219001;Sanclerlândia;516.9581156;1166.342133;1408.515586;898.1978156;9753.009159
GO;5219100;Santa Bárbara de Goiás;149.1016039;571.693768;1173.301664;742.0516198;7792.747647
GO;5219209;Santa Cruz de Goiás;701.3700749;1202.068708;1102.748402;524.5758641;3676.590734
GO;5219258;Santa Fé de Goiás;;;;;2997.207919
GO;5219308;Santa Helena de Goiás;4304.598372;4725.566067;2776.771396;1860.115839;22716.62022
GO;5219357;Santa Isabel;;;;105.4207609;7486.886481
GO;5219407;Santa Rita do Araguaia;496.4007168;1740.647566;3267.039459;1093.020493;6219.343149
GO;5219456;Santa Rita do Novo Destino;;;;;
GO;5219506;Santa Rosa de Goiás;391.1952056;583.0562664;465.1494337;253.9786245;2560.660184
GO;5219605;Santa Tereza de Goiás;208.959912;657.0643879;1105.905373;511.4164627;4642.080586
GO;5219704;Santa Terezinha de Goiás;358.2429046;868.4081284;1126.769928;691.9666895;5309.614129
GO;5219712;Santo Antônio da Barra;;;;;4971.480544
GO;5219738;Santo Antônio de Goiás;;;;;2416.923689
GO;5219753;Santo Antônio do Descoberto;;;;343.2990182;90108.18692
GO;5219803;São Domingos;526.1484821;1219.813918;1513.714364;813.4765942;7250.183145
GO;5219902;São Francisco de Goiás;771.2652307;1529.232894;1622.962909;696.1019999;4350.61112
GO;5220009;São João d'Aliança;73.64385787;374.5895396;1019.858325;400.2455173;3732.064781
GO;5220058;São João da Paraúna;;;;;5611.220107
GO;5220108;São Luís de Montes Belos;2463.683314;5446.1099;6443.962513;4079.047578;49472.72698
GO;5220157;São Luíz do Norte;;;;;4355.186731
GO;5220207;São Miguel do Araguaia;2203.994998;2899.399829;2041.600198;1619.463669;22350.307
GO;5220264;São Miguel do Passa Quatro;;;;;3283.218217
GO;5220280;São Patrício;;;;;
GO;5220405;São Simão;897.9350847;1982.213568;2342.184128;977.2077756;14140.54797
GO;5220454;Senador Canedo;;;;;37486.23444
GO;5220504;Serranópolis;339.4389311;938.5364823;1389.011215;487.9461632;3786.84977
GO;5220603;Silvânia;1497.666962;3252.730793;3781.343042;1703.535516;14744.62793
GO;5220686;Simolândia;;;;;6625.21031
GO;5220702;Sítio d'Abadia;269.6647012;480.4055928;458.0966264;207.8727913;1265.766209
GO;5221007;Taquaral de Goiás;883.3635168;1148.502169;799.2621858;463.8483507;2257.344631
GO;5221080;Teresina de Goiás;;;;;4888.173337
GO;5221197;Terezópolis de Goiás;;;;;2818.041568
GO;5221304;Três Ranchos;526.9345003;1033.60513;1085.219937;616.1215652;6369.888816
GO;5221403;Trindade;3043.764736;20928.29522;7734.483513;1709.632749;270742.376
GO;5221452;Trombas;;;;;3266.083682
GO;5221502;Turvânia;1879.429949;2338.829016;1557.886768;531.6145332;5219.059613
GO;5221551;Turvelândia;;;;;3393.448507
GO;5221577;Uirapuru;;;;;1918.928597
GO;5221601;Uruaçu;4252.056079;10987.94905;8862.51567;656.9750979;58538.66104
GO;5221700;Uruana;707.4163687;1397.010484;1476.689924;758.3711102;10559.49688
GO;5221809;Urutaí;561.3379117;616.2887409;362.1672522;337.9690178;8173.180861
GO;5221858;Valparaíso de Goiás;;;;;
GO;5221908;Varjão;456.3742522;727.6618149;621.016475;285.2129191;2848.860819
GO;5222005;Vianópolis;984.8203259;2304.843359;2887.293365;883.6759365;7178.66242
GO;5222054;Vicentinópolis;;;;1280.089065;8917.387737
GO;5222203;Vila Boa;;;;;3874.692583
GO;5222302;Vila Propício;;;;;
MA;2100055;Açailândia;;;;15120.07939;76053.99902
MA;2100105;Afonso Cunha;194.3946886;356.6499768;0;0.228171518;1379.623308
MA;2100154;Água Doce do Maranhão;;;;;
MA;2100204;Alcântara;1180.891873;996.557763;706.5887684;3735.803293;19865.76858
MA;2100303;Aldeias Altas;165.3472064;210.8312295;225.8629163;1177.576247;4405.576409
MA;2100402;Altamira do Maranhão;391.023799;309.9288779;206.3919752;367.0915215;2088.629673
MA;2100436;Alto Alegre do Maranhão;;;;;
MA;2100477;Alto Alegre do Pindaré;;;;;
MA;2100501;Alto Parnaíba;366.4451602;684.4222815;1074.017109;2907.133357;11591.73427
MA;2100550;Amapá do Maranhão;;;;;
MA;2100600;Amarante do Maranhão;966.8342733;1076.534387;1007.107167;2543.787811;7044.415491
MA;2100709;Anajatuba;386.6666767;805.4866895;1409.781805;3910.890811;5212.559173
MA;2100808;Anapurus;577.5980117;920.3512274;1232.12115;1954.14879;8368.513345
MA;2100832;Apicum-Açu;;;;;
MA;2100873;Araguanã;;;;;
MA;2100907;Araioses;2258.441742;2522.672606;2367.471723;2730.80326;7117.873975
MA;2100956;Arame;;;;;14219.36967
MA;2101004;Arari;3516.979769;3224.279503;2483.518532;3372.279152;6916.908854
MA;2101103;Axixá;765.7363195;646.6123553;458.7548423;1581.008647;4276.55493
MA;2101202;Bacabal;13277.15723;10808.65375;16188.63496;36988.70761;43924.06863
MA;2101251;Bacabeira;;;;;
MA;2101301;Bacuri;547.4333186;337.1907085;174.4985738;901.9627238;6411.091675
MA;2101350;Bacurituba;;;;;
MA;2101400;Balsas;5222.178696;5429.861849;4743.487295;9949.17377;26335.3157
MA;2101509;Barão de Grajaú;1011.187544;2223.371872;4107.375545;7642.241731;7619.006638
MA;2101608;Barra do Corda;8145.137454;10143.84544;10613.9916;21452.04712;44109.62152
MA;2101707;Barreirinhas;941.8087502;1703.474241;1650.388118;191.081062;9865.547949
MA;2101731;Belágua;;;;;
MA;2101772;Bela Vista do Maranhão;;;;;
MA;2101806;Benedito Leite;399.1794382;436.7328135;670.5013263;753.3266711;2797.886762
MA;2101905;Bequimão;1543.538516;1352.571401;995.8062327;3538.36319;9329.010002
MA;2101939;Bernardo do Mearim;;;;;
MA;2101970;Boa Vista do Gurupi;;;;;
MA;2102002;Bom Jardim;634.5757652;430.4617129;245.3338573;981.7034023;6068.947099
MA;2102036;Bom Jesus das Selvas;;;;;
MA;2102077;Bom Lugar;;;;;
MA;2102101;Brejo;244.6691771;1136.705823;4034.881337;6952.068515;7142.410872
MA;2102150;Brejo de Areia;;;;;
MA;2102200;Buriti;811.0950802;1156.992006;1386.630856;2377.294552;5121.045284
MA;2102309;Buriti Bravo;1683.636757;1443.181656;1039.358834;2029.165814;3204.655357
MA;2102325;Buriticupu;;;;;
MA;2102358;Buritirana;;;;;
MA;2102374;Cachoeira Grande;;;;;
MA;2102408;Cajapió;273.4932171;589.8823285;1068.946876;2074.69376;2970.270819
MA;2102507;Cajari;532.9095775;471.6659616;350.7417438;400.9660491;972.8352756
MA;2102556;Campestre do Maranhão;;;;;
MA;2102606;Cândido Mendes;1021.801047;705.1805657;408.8897622;1023.365628;7533.268496
MA;2102705;Cantanhede;1229.490545;1107.260893;440.8999893;12.2987371;7745.666541
MA;2102754;Capinzal do Norte;;;;;
MA;2102804;Carolina;6736.334567;7531.35635;7074.482158;9918.656895;10654.96867
MA;2102903;Carutapera;905.3876763;1378.847986;365.6720614;288.6241617;7553.45783
MA;2103000;Caxias;13333.46466;19669.62916;24379.30049;49386.4415;100269.5416
MA;2103109;Cedral;146.466343;290.72664;484.8459033;1246.465079;2757.706895
MA;2103125;Central do Maranhão;;;;;
MA;2103158;Centro do Guilherme;;;;;
MA;2103174;Centro Novo do Maranhão;;;;;
MA;2103208;Chapadinha;2711.470743;4576.168035;6488.897499;11154.83211;21942.09502
MA;2103257;Cidelândia;;;;;
MA;2103307;Codó;5920.770643;14045.46939;7575.20856;36538.96218;46378.12454
MA;2103406;Coelho Neto;992.0832386;1292.353867;1414.447042;3842.056906;16726.20296
MA;2103505;Colinas;1465.780641;2153.702105;2658.729742;4660.866495;11797.56315
MA;2103554;Conceição do Lago-Açu;;;;;
MA;2103604;Coroatá;4484.149206;6163.73663;11593.36047;4615.69372;31171.89254
MA;2103703;Cururupu;4084.075999;2885.382891;1712.7146;4980.709294;17450.46717
MA;2103752;Davinópolis;;;;;
MA;2103802;Dom Pedro;1884.958153;2204.540803;2166.239547;2894.849793;3465.151222
MA;2103901;Duque Bacelar;267.0133942;693.9426165;1515.255892;2673.256428;4681.57903
MA;2104008;Esperantinópolis;1043.474938;1562.458791;1965.653807;3364.912189;7205.22161
MA;2104057;Estreito;;;;2899.08709;19710.64621
MA;2104073;Feira Nova do Maranhão;;;;;
MA;2104081;Fernando Falcão;;;;;
MA;2104099;Formosa da Serra Negra;;;;;
MA;2104107;Fortaleza dos Nogueiras;193.50092;277.1581887;333.5372203;926.7680717;4767.921878
MA;2104206;Fortuna;554.1365837;754.4415558;862.9910496;1693.718975;3736.247712
MA;2104305;Godofredo Viana;451.3531851;174.5805794;587.7108849;2436.618597;6966.558592
MA;2104404;Gonçalves Dias;0;142.0559827;150.7050838;1115.270215;4477.819285
MA;2104503;Governador Archer;547.4333186;834.8597128;1069.714031;759.195518;799.5635356
MA;2104552;Governador Edison Lobão;;;;;
MA;2104602;Governador Eugênio Barros;803.4980464;717.5578503;538.3948854;1480.94672;8581.507941
MA;2104628;Governador Luiz Rocha;;;;;
MA;2104651;Governador Newton Bello;;;;;
MA;2104677;Governador Nunes Freire;;;;;
MA;2104701;Graça Aranha;228.3578986;284.3080028;297.3952595;647.4627167;1356.6031
MA;2104800;Grajaú;1047.943781;1647.433181;6470.470201;9764.655505;25636.99195
MA;2104909;Guimarães;1581.747127;1242.479665;819.9992117;2096.634961;4357.732744
MA;2105005;Humberto de Campos;802.7159988;559.8715869;328.0853568;962.2001054;4716.760196
MA;2105104;Icatu;1517.507503;1620.78819;1454.432567;2354.942243;8271.840492
MA;2105153;Igarapé do Meio;;;;;
MA;2105203;Igarapé Grande;956.8910967;617.6657067;334.97807;1120.176495;4749.350174
MA;2105302;Imperatriz;7061.442926;20409.17764;49559.79127;88184.66435;203166.441
MA;2105351;Itaipava do Grajaú;;;;;
MA;2105401;Itapecuru Mirim;1945.846145;4033.2269;7023.744779;15508.76098;25114.38311
MA;2105427;Itinga do Maranhão;;;;;
MA;2105450;Jatobá;;;;;
MA;2105476;Jenipapo dos Vieiras;;;;;
MA;2105500;João Lisboa;479.953783;668.4500381;782.1866442;1863.617693;11044.5117
MA;2105609;Joselândia;538.4956318;836.8525169;1092.666376;1927.875008;2321.591323
MA;2105658;Junco do Maranhão;;;;;
MA;2105708;Lago da Pedra;724.511239;795.927448;734.6386061;3325.950871;18930.7124
MA;2105807;Lago do Junco;437.9466549;1015.098168;1976.818444;1982.070678;2727.05913
MA;2105906;Lago Verde;223.4421709;296.0637361;329.5924077;525.6473975;1557.811774
MA;2105922;Lagoa do Mato;;;;;
MA;2105948;Lago dos Rodrigues;;;;;
MA;2105963;Lagoa Grande do Maranhão;;;;;
MA;2105989;Lajeado Novo;;;;;
MA;2106003;Lima Campos;2056.785183;2032.039876;1560.331121;790.6045614;5539.707438
MA;2106102;Loreto;958.3434708;893.6790449;700.186723;1092.687679;3747.001786
MA;2106201;Luís Domingues;478.5014089;72.49168503;256.872337;2.88763266;2533.27377
MA;2106300;Magalhães de Almeida;379.5165272;606.8836789;815.3651277;1996.827128;4894.423949
MA;2106326;Maracaçumé;;;;;
MA;2106359;Marajá do Sena;;;;;
MA;2106375;Maranhãozinho;;;;;
MA;2106409;Mata Roma;470.3457697;300.0295939;160.7988196;758.1803588;3896.39112
MA;2106508;Matinha;1064.143339;579.1834603;372.0273766;2172.652164;5459.289335
MA;2106607;Matões;330.6944129;376.5464401;360.2318805;2103.525402;12889.96817
MA;2106631;Matões do Norte;;;;;
MA;2106672;Milagres do Maranhão;;;;;
MA;2106706;Mirador;759.7033809;840.1320901;780.590027;2160.024846;5699.465766
MA;2106755;Miranda do Norte;;;;;5459.289924
MA;2106805;Mirinzal;1148.157595;1083.836529;859.6031058;2303.430942;6238.320576
MA;2106904;Monção;8491.919703;6676.469347;4410.21488;6853.081312;4486.048415
MA;2107001;Montes Altos;229.3633884;388.9576082;554.1819244;1199.756689;4631.011947
MA;2107100;Morros;781.6007137;771.1486036;639.2387833;1493.006075;6471.933084
MA;2107209;Nina Rodrigues;457.6095659;696.6036291;890.9396384;1219.741227;1952.6625
MA;2107258;Nova Colinas;;;;;
MA;2107308;Nova Iorque;432.3606006;514.9167038;515.2283597;870.5774317;1834.847521
MA;2107357;Nova Olinda do Maranhão;;;;;
MA;2107407;Olho d'Água das Cunhãs;2339.439529;1264.113049;573.8943051;1721.170959;6150.218991
MA;2107456;Olinda Nova do Maranhão;;;;;
MA;2107506;Paço do Lumiar;2288.718156;2582.151246;2447.614117;13001.0269;90039.42563
MA;2107605;Palmeirândia;289.3576113;991.5456016;2854.712552;2309.831433;1472.195899
MA;2107704;Paraibano;496.0416193;670.260848;760.9243765;3348.840541;10847.78911
MA;2107803;Parnarama;694.9051514;1366.992972;2259.326222;2931.204083;5222.490343
MA;2107902;Passagem Franca;434.5950223;741.6182543;1063.280832;2211.182968;7564.187007
MA;2108009;Pastos Bons;674.3484716;1227.133167;1213.662698;3499.241335;3901.116354
MA;2108058;Paulino Neves;;;;;
MA;2108108;Paulo Ramos;248.0208097;548.3271941;1018.505456;3806.136596;8210.484777
MA;2108207;Pedreiras;6637.79657;5845.15869;4324.546633;8133.181288;25292.66798
MA;2108256;Pedro do Rosário;;;;;
MA;2108306;Penalva;417.8368595;771.8203583;1197.836717;2400.53925;5001.076529
MA;2108405;Peri Mirim;286.8997474;666.4556161;1300.72117;2735.093373;6140.641535
MA;2108454;Peritoró;;;;;
MA;2108504;Pindaré-Mirim;3000.046307;4108.219304;4726.62546;9580.923854;24713.03913
MA;2108603;Pinheiro;5275.357933;8046.306341;10311.29246;18240.75225;34578.40199
MA;2108702;Pio XII;1535.71804;1181.038862;763.1129103;2057.000457;7437.959484
MA;2108801;Pirapemas;745.1796398;1583.015549;2825.408786;4612.159541;9699.002021
MA;2108900;Poção de Pedras;1454.831974;1464.595155;1238.780212;2030.715828;5486.567659
MA;2109007;Porto Franco;880.3621532;1581.732435;2387.68256;4218.729806;11350.80517
MA;2109056;Porto Rico do Maranhão;;;;;
MA;2109106;Presidente Dutra;2705.772968;4031.710027;5047.300177;8888.213133;20694.88962
MA;2109205;Presidente Juscelino;100.5489769;127.1858066;135.1672728;566.2691498;3443.429007
MA;2109239;Presidente Médici;;;;;
MA;2109270;Presidente Sarney;;;;;
MA;2109304;Presidente Vargas;99.99037146;230.257941;445.4951314;1214.452661;2906.4128
MA;2109403;Primeira Cruz;711.7750353;896.1118193;947.8804584;1052.665746;2420.294331
MA;2109452;Raposa;;;;;
MA;2109502;Riachão;1789.548346;1790.570614;1505.259511;1978.475193;6003.944935
MA;2109551;Ribamar Fiquene;;;;;
MA;2109601;Rosário;2515.288517;3699.454612;4571.508261;10387.57735;23378.45548
MA;2109700;Sambaíba;547.6567608;589.1352376;532.4679309;552.7544013;1612.06999
MA;2109759;Santa Filomena do Maranhão;;;;;
MA;2109809;Santa Helena;499.3932519;846.6336371;1205.924946;3667.549808;8032.376246
MA;2109908;Santa Inês;4718.875206;8221.169043;12033.73863;21723.57248;40409.66341
MA;2110005;Santa Luzia;2346.589678;4295.737712;2271.881085;11969.89649;19374.16146
MA;2110039;Santa Luzia do Paruá;;;;;12520.82043
MA;2110104;Santa Quitéria do Maranhão;185.9038862;477.2660197;1048.081815;335.4298681;5667.415565
MA;2110203;Santa Rita;968.6218107;1262.71382;1383.017049;2370.865721;4970.094577
MA;2110237;Santana do Maranhão;;;;;
MA;2110278;Santo Amaro do Maranhão;;;;;
MA;2110302;Santo Antônio dos Lopes;500.5104627;1920.532595;2728.809553;273.931119;7377.305852
MA;2110401;São Benedito do Rio Preto;178.8654578;375.1288022;661.0072954;1483.257789;4116.959037
MA;2110500;São Bento;3668.920445;3267.217927;2444.498766;7294.980523;14916.08818
MA;2110609;São Bernardo;804.1683729;727.8808177;553.5354891;835.1747357;3714.909269
MA;2110658;São Domingos do Azeitão;;;;;
MA;2110708;São Domingos do Maranhão;836.3440455;1042.585659;1091.969316;3156.382142;10110.02202
MA;2110807;São Félix de Balsas;384.3205339;164.5474294;59.19166082;383.4241067;3178.546428
MA;2110856;São Francisco do Brejão;;;;;
MA;2110906;São Francisco do Maranhão;740.7107964;878.0902563;874.5840479;1364.007285;1984.791984
MA;2111003;São João Batista;520.6202581;1511.276622;1025.378698;317.111078;6299.222537
MA;2111029;São João do Carú;;;;;
MA;2111052;São João do Paraíso;;;;;
MA;2111078;São João do Soter;;;;;
MA;2111102;São João dos Patos;671.8906078;1786.636794;3991.589647;7741.260127;16990.49062
MA;2111201;São José de Ribamar;4688.710513;7173.602721;9221.320859;21746.79569;84360.15477
MA;2111250;São José dos Basílios;;;;;
MA;2111300;São Luís;362098.9865;580189.7283;781060.4956;1464482.718;2467925.625
MA;2111409;São Luís Gonzaga do Maranhão;1499.63213;2365.735104;1129.87145;39.88357242;10343.114
MA;2111508;São Mateus do Maranhão;1293.730169;1750.010811;3634.839171;2544.497241;13559.12148
MA;2111532;São Pedro da Água Branca;;;;;
MA;2111573;São Pedro dos Crentes;;;;;
MA;2111607;São Raimundo das Mangabeiras;2137.112643;2548.19799;2552.764987;3781.740206;8009.447411
MA;2111631;São Raimundo do Doca Bezerra;;;;;
MA;2111672;São Roberto;;;;;
MA;2111706;São Vicente Ferrer;507.6606122;896.5818548;654.418329;316.686072;5212.120052
MA;2111722;Satubinha;;;;;
MA;2111748;Senador Alexandre Costa;;;;;
MA;2111763;Senador La Rocque;;;;;
MA;2111789;Serrano do Maranhão;;;;;
MA;2111805;Sítio Novo;366.4451602;833.0883662;1591.274341;1262.455516;1338.818551
MA;2111904;Sucupira do Norte;169.8160499;470.5280081;1194.269641;4.062613983;2871.346035
MA;2111953;Sucupira do Riachão;;;;;
MA;2112001;Tasso Fragoso;181.6584849;145.200302;97.51047282;330.4627221;1697.642451
MA;2112100;Timbiras;1671.012275;1405.177944;992.7843427;2545.730346;5675.792667
MA;2112209;Timon;9249.947268;17125.14871;26637.98418;54694.95037;101677.3381
MA;2112233;Trizidela do Vale;;;;;
MA;2112274;Tufilândia;;;;;
MA;2112308;Tuntum;178.7537367;621.5136218;1815.591264;2067.547252;4679.757879
MA;2112407;Turiaçu;864.7212012;971.0261405;916.1311419;4419.130158;12089.77716
MA;2112456;Turilândia;;;;;
MA;2112506;Tutóia;1734.35813;1902.029635;2430.837954;9381.319311;14233.82775
MA;2112605;Urbano Santos;1181.450478;725.3108435;374.1146615;1759.732044;11226.08581
MA;2112704;Vargem Grande;1353.836113;2060.653318;2635.21274;5248.734104;7970.348123
MA;2112803;Viana;1255.745;1804.843712;3710.230655;9092.04469;12840.91427
MA;2112852;Vila Nova dos Martírios;;;;;
MA;2112902;Vitória do Mearim;820.5913725;698.1607972;499.0635844;1965.066594;12866.79384
MA;2113009;Vitorino Freire;2174.986091;2160.808494;1803.632212;2701.127929;7288.620439
MA;2114007;Zé Doca;;;;;13891.5188
MG;3100104;Abadia dos Dourados;373.090034;794.2327196;1642.480335;1854.446119;3301.175958
MG;3100203;Abaeté;4246.282011;5600.689179;7176.164518;10771.92308;18527.99337
MG;3100302;Abre Campo;3448.55405;3375.638969;3209.912724;3871.219463;10518.30908
MG;3100401;Acaiaca;226.6162094;257.6130559;284.4874063;656.7446204;3781.642639
MG;3100500;Açucena;2084.577346;3333.633506;5178.881445;3791.094971;8687.147741
MG;3100609;Água Boa;1127.050916;1697.426229;2483.456509;3951.373759;8330.429144
MG;3100708;Água Comprida;1519.009424;1212.579901;940.3262077;1440.665752;3948.497397
MG;3100807;Aguanil;198.9943195;403.7376802;795.7491169;1077.744749;3567.838287
MG;3100906;Águas Formosas;1235.204232;2101.900061;3474.59054;4732.77795;14007.78957
MG;3101003;Águas Vermelhas;777.0115438;977.7267253;1195.159257;2397.786175;13743.399
MG;3101102;Aimorés;6251.981355;8391.121506;10940.58699;12518.07498;27608.57075
MG;3101201;Aiuruoca;998.6674842;1727.954886;2904.438383;2754.618782;6194.066008
MG;3101300;Alagoa;314.5394082;200.1512762;123.7257058;269.2404245;2632.594628
MG;3101409;Albertina;122.9368621;175.2994778;242.8272373;449.0493047;2219.22829
MG;3101508;Além Paraíba;10864.83697;12926.66074;14940.5906;20077.72064;49403.09855
MG;3101607;Alfenas;7434.956872;14459.78964;27318.93559;45808.21833;98379.92696
MG;3101631;Alfredo Vasconcelos;;;;;3676.630707
MG;3101706;Almenara;8899.792378;9732.874215;10340.00203;17359.31026;29166.22585
MG;3101805;Alpercata;827.1977944;1491.691531;2613.165757;3632.712844;6464.580928
MG;3101904;Alpinópolis;2399.992096;3624.31187;5316.913431;3611.76554;9725.496616
MG;3102001;Alterosa;840.3279181;1157.8504;1549.795464;2601.878248;9809.029423
MG;3102050;Alto Caparaó;;;;;
MG;3102100;Alto Rio Doce;1093.787936;2072.603663;3815.203183;3888.166331;7913.159973
MG;3102209;Alvarenga;464.7091195;399.3304068;333.3510626;587.0496777;2711.740483
MG;3102308;Alvinópolis;2651.895951;2340.688542;2007.007781;2824.268198;8146.419565
MG;3102407;Alvorada de Minas;556.3282051;679.327497;805.8339992;1781.911763;4105.694236
MG;3102506;Amparo do Serra;249.4723507;363.7583861;515.2546114;1167.519043;4872.637434
MG;3102605;Andradas;6443.00034;7516.321261;8518.061912;8959.14637;16155.99777
MG;3102704;Cachoeira de Pajeú;96.28757395;259.8211177;681.0781173;904.6152667;2863.199676
MG;3102803;Andrelândia;5054.416811;5554.345402;5929.430614;7057.341517;12064.10909
MG;3102852;Angelândia;;;;;
MG;3102902;Antônio Carlos;1314.957576;1668.754036;2057.269534;2350.367952;6319.636425
MG;3103009;Antônio Dias;1128.607079;1911.48532;3144.976771;4157.531185;8995.092745
MG;3103108;Antônio Prado de Minas;449.8283127;346.1488713;258.7601122;502.3416203;2262.497698
MG;3103207;Araçaí;229.5340147;169.8735388;122.1300946;699.8947505;2374.29321
MG;3103306;Aracitaba;168.0655836;244.6081446;345.8448532;770.0234278;4315.405511
MG;3103405;Araçuaí;3641.420979;7474.20349;14903.12085;13631.89427;23940.23448
MG;3103504;Araguari;55309.2359;52981.54735;49302.60822;65864.17632;147133.8818
MG;3103603;Arantina;143.9450601;299.9695709;607.2617355;429.8440284;1677.150005
MG;3103702;Araponga;287.8901201;232.2566189;182.0236069;652.1033001;3694.905597
MG;3103751;Araporã;;;;;5896.026209
MG;3103801;Arapuá;101.1505827;357.8227958;1229.662413;1640.600565;3733.818687
MG;3103900;Araújos;1057.41263;1805.302928;2994.152784;3406.627669;2707.102468
MG;3104007;Araxá;11981.87009;21226.96819;36531.67704;37255.96433;76114.58653
MG;3104106;Arceburgo;2750.323249;2071.080993;1515.056064;2195.153549;6377.799748
MG;3104205;Arcos;3465.18554;4831.117727;6543.152251;8568.141251;23197.1836
MG;3104304;Areado;3631.30592;2630.115522;1850.568173;3466.208446;12542.35731
MG;3104403;Argirita;837.2155925;1480.974047;2544.930141;3135.107466;6780.410965
MG;3104452;Aricanduva;;;;;
MG;3104502;Arinos;550.4925945;1169.099029;2411.956087;2918.939513;9204.189666
MG;3104601;Astolfo Dutra;933.5031665;1669.348056;2899.988487;4054.81074;9587.731513
MG;3104700;Ataléia;991.9565321;1507.594076;2225.842758;2796.746455;6176.773441
MG;3104809;Augusto de Lima;692.4924511;542.3858862;412.6862453;810.5152766;3482.750363
MG;3104908;Baependi;2876.469697;3171.501718;3396.943917;4273.749243;12785.01004
MG;3105004;Baldim;1398.212286;1394.148319;1350.402157;1877.196242;5195.991666
MG;3105103;Bambuí;3433.770503;5131.598213;7449.931896;7463.59945;13976.0623
MG;3105202;Bandeira;544.656984;603.8191779;650.2928907;856.2372596;3538.371242
MG;3105301;Bandeira do Sul;43.76707907;184.8607395;758.5078614;1443.2678;3099.409757
MG;3105400;Barão de Cocais;2153.43755;3349.55896;5061.290322;5985.323021;17464.18645
MG;3105509;Barão de Monte Alto;291.7805271;351.9725108;412.4577476;849.1439811;3792.796262
MG;3105608;Barbacena;81909.40766;105889.9251;132982.28;150492.9579;272344.4127
MG;3105707;Barra Longa;1621.132609;2001.50469;2400.562184;2593.174257;4706.310993
MG;3105905;Barroso;4059.639734;5918.549581;8382.264556;8499.346462;15716.98843
MG;3106002;Bela Vista de Minas;321.9311816;856.4467559;2213.37995;2953.312559;5799.389848
MG;3106101;Belmiro Braga;410.2434211;638.7929832;966.2665081;1578.175716;2438.271982
MG;3106200;Belo Horizonte;1779383.96;2492201.425;3390899.254;4460298.065;8621220.602
MG;3106309;Belo Oriente;448.9529711;1084.076578;2542.947246;6996.159655;35656.77174
MG;3106408;Belo Vale;2145.267696;1865.930603;1576.622645;2200.900681;5512.590991
MG;3106507;Berilo;493.4981316;523.5051844;539.4792425;1367.730846;6861.738913
MG;3106606;Bertópolis;479.6871866;724.7286684;1063.680121;1641.794941;8380.697452
MG;3106655;Berizal;;;;;
MG;3106705;Betim;15962.82634;23978.30953;34990.13461;75288.18892;315864.6668
MG;3106804;Bias Fortes;1033.681147;1190.197895;1331.281933;1251.730419;2831.681288
MG;3106903;Bicas;2832.605357;4716.886393;7630.325036;9080.569345;17548.22627
MG;3107000;Biquinhas;1331.491805;927.1688046;627.1875112;909.6316121;1874.997183
MG;3107109;Boa Esperança;3540.853957;5317.150022;7756.540979;12949.02737;35057.32283
MG;3107208;Bocaina de Minas;378.3420835;733.2853522;1380.63744;1552.10238;3183.636863
MG;3107307;Bocaiúva;4789.188312;6390.08904;8282.66666;12364.34002;36746.52894
MG;3107406;Bom Despacho;25442.58114;25542.77047;24911.11183;31694.53187;69238.78471
MG;3107505;Bom Jardim de Minas;1076.183844;1028.885494;955.5774623;1437.187035;5195.135743
MG;3107604;Bom Jesus da Penha;0;590.6048071;745.2743579;810.7618534;1869.144453
MG;3107703;Bom Jesus do Amparo;1628.135341;1605.036917;1537.084794;2175.530118;5308.753686
MG;3107802;Bom Jesus do Galho;1871.285781;2896.887628;4356.537517;5599.900962;7463.618595
MG;3107901;Bom Repouso;821.3621839;811.482535;778.8286671;1272.613974;2278.820585
MG;3108008;Bom Sucesso;835.0758687;1344.791742;2103.79012;4061.610744;13109.16044
MG;3108107;Bonfim;1590.981954;1326.392552;1074.229744;1849.226168;5010.451963
MG;3108206;Bonfinópolis de Minas;362.7804554;1019.684692;2784.236964;3559.270183;12337.48166
MG;3108255;Bonito de Minas;;;;;
MG;3108305;Borda da Mata;4944.901853;4479.261979;3941.608896;6086.250597;18575.67103
MG;3108404;Botelhos;2314.403141;2949.825591;3652.346274;4976.878739;10198.04446
MG;3108503;Botumirim;246.6518056;451.2781227;802.0889604;1501.535892;3941.983336
MG;3108552;Brasilândia de Minas;;;;;
MG;3108602;Brasília de Minas;1077.642747;3481.765661;10928.04672;10218.57133;17885.68521
MG;3108701;Brás Pires;437.6707907;413.4740799;379.4611278;967.8428266;3124.829834
MG;3108800;Braúnas;996.1387196;660.681593;425.6796326;1145.372347;1290.943946
MG;3108909;Brasópolis;3549.704633;4929.409381;6649.911033;5741.855583;7398.919357
MG;3109006;Brumadinho;2009.29797;4029.106689;7848.586832;12418.15561;36023.06859
MG;3109105;Bueno Brandão;2462.044088;2834.403778;3169.902386;4372.470987;12271.17389
MG;3109204;Buenópolis;650.1842746;1276.802708;2435.731468;3240.129355;11150.70469
MG;3109253;Bugre;;;;;
MG;3109303;Buritis;1132.594746;1192.439318;1219.596895;2693.250442;16522.48974
MG;3109402;Buritizeiro;1488.76151;2219.079603;3213.208513;4016.481234;13342.36117
MG;3109451;Cabeceira Grande;;;;;
MG;3109501;Cabo Verde;1496.445063;2162.626245;3036.130527;3779.672438;10315.96511
MG;3109600;Cachoeira da Prata;489.7049847;971.8500286;1873.623206;3303.928768;5175.340422
