PIB Municipal - serviços - administração pública - valor adicionado - preços básicos
Sigla,Código,Município,1970,1975,1980,1985,1996,
MA,2108504,Pindaré-Mirim,3000.046306995,4108.2193038877,4726.6254604245,9580.9238542465,24713.0391294595,
MA,2108603,Pinheiro,5275.3579328192,8046.3063411198,10311.2924571975,18240.7522545786,34578.4019880362,
MA,2108702,Pio XII,1535.7180402918,1181.0388620433,763.1129103152,2057.0004569954,7437.9594843264,
MA,2108801,Pirapemas,745.1796398039,1583.0155487629,2825.4087859613,4612.1595406339,9699.0020207492,
MA,2108900,Poção de Pedras,1454.8319744419,1464.5951553334,1238.7802119816,2030.7158282278,5486.5676592135,
MA,2109007,Porto Franco,880.3621531717,1581.7324351551,2387.6825600402,4218.7298055499,11350.8051689538,
MA,2109056,Porto Rico do Maranhão,,,,,,
MA,2109106,Presidente Dutra,2705.7729679779,4031.7100265646,5047.3001770823,8888.2131330138,20694.8896178625,
MA,2109205,Presidente Juscelino,100.5489768852,127.1858065585,135.1672728236,566.2691498266,3443.4290074937,
MA,2109239,Presidente Médici,,,,,,
MA,2109270,Presidente Sarney,,,,,,
MA,2109304,Presidente Vargas,99.9903714579,230.2579409751,445.4951314033,1214.4526612903,2906.4127999421,
MA,2109403,Primeira Cruz,711.7750352611,896.1118192881,947.8804583893,1052.6657462151,2420.2943311841,
MA,2109452,Raposa,,,,,,
MA,2109502,Riachão,1789.5483463838,1790.5706137067,1505.2595112992,1978.475193236,6003.9449351008,
MA,2109551,Ribamar Fiquene,,,,,,
MA,2109601,Rosário,2515.2885173234,3699.4546116026,4571.5082613932,10387.5773509516,23378.4554756794,
MA,2109700,Sambaíba,547.6567607674,589.1352376303,532.4679309204,552.7544012942,1612.0699899964,
MA,2109759,Santa Filomena do Maranhão,,,,,,
MA,2109809,Santa Helena,499.3932518626,846.6336370657,1205.9249460406,3667.5498084811,8032.3762463539,
MA,2109908,Santa Inês,4718.875206303,8221.1690433015,12033.7386334322,21723.5724842196,40409.6634074714,
MA,2110005,Santa Luzia,2346.5896783273,4295.7377123846,2271.8810851928,11969.8964944295,19374.1614621113,
MA,2110039,Santa Luzia do Paruá,,,,,12520.8204307506,
MA,2110104,Santa Quitéria do Maranhão,185.903886152,477.266019688,1048.0818152612,335.4298681457,5667.4155651926,
MA,2110203,Santa Rita,968.6218106598,1262.7138199851,1383.0170491497,2370.8657209311,4970.094576655,
MA,2110237,Santana do Maranhão,,,,,,
MA,2110278,Santo Amaro do Maranhão,,,,,,
MA,2110302,Santo Antônio dos Lopes,500.5104627169,1920.5325945427,2728.8095531854,273.9311190069,7377.3058518849,
MA,2110401,São Benedito do Rio Preto,178.8654577701,375.128802196,661.0072954079,1483.2577887508,4116.959037315,
MA,2110500,São Bento,3668.9204454517,3267.2179274755,2444.4987660469,7294.9805227032,14916.0881796292,
MA,2110609,São Bernardo,804.1683729099,727.8808177246,553.5354891449,835.1747357106,3714.9092686476,
MA,2110658,São Domingos do Azeitão,,,,,,
MA,2110708,São Domingos do Maranhão,836.3440455131,1042.5856593981,1091.9693164055,3156.3821418106,10110.0220168068,
MA,2110807,São Félix de Balsas,384.320533872,164.5474294435,59.1916608157,383.4241066579,3178.5464278889,
MA,2110856,São Francisco do Brejão,,,,,,
MA,2110906,São Francisco do Maranhão,740.710796387,878.090256325,874.5840478712,1364.0072849834,1984.7919838045,
MA,2111003,São João Batista,520.620258094,1511.2766221762,1025.3786979877,317.1110779644,6299.2225368902,
MA,2111029,São João do Carú,,,,,,
MA,2111052,São João do Paraíso,,,,,,
MA,2111078,São João do Soter,,,,,,
MA,2111102,São João dos Patos,671.8906077634,1786.6367942256,3991.5896471148,7741.2601270314,16990.4906230104,
MA,2111201,São José de Ribamar,4688.7105132373,7173.602721235,9221.3208593445,21746.7956933209,84360.1547684412,
MA,2111250,São José dos Basílios,,,,,,
MA,2111300,São Luís,362098.986538139,580189.728280256,781060.495569022,1464482.71842904,2467925.62476844,
MA,2111409,São Luís Gonzaga do Maranhão,1499.6321296984,2365.7351041773,1129.8714502687,39.8835724172,10343.1140013002,
MA,2111508,São Mateus do Maranhão,1293.7301692549,1750.0108106682,3634.8391708649,2544.4972406717,13559.1214770878,
MA,2111532,São Pedro da Água Branca,,,,,,
MA,2111573,São Pedro dos Crentes,,,,,,
MA,2111607,São Raimundo das Mangabeiras,2137.1126431501,2548.1979902499,2552.764986705,3781.7402058404,8009.4474105558,
MA,2111631,São Raimundo do Doca Bezerra,,,,,,
MA,2111672,São Roberto,,,,,,
MA,2111706,São Vicente Ferrer,507.6606121844,896.5818547609,654.4183289538,316.6860720245,5212.1200520302,
MA,2111722,Satubinha,,,,,,
MA,2111748,Senador Alexandre Costa,,,,,,
MA,2111763,Senador La Rocque,,,,,,
MA,2111789,Serrano do Maranhão,,,,,,
MA,2111805,Sítio Novo,366.4451602035,833.0883662451,1591.2743405163,1262.4555158206,1338.8185511786,
MA,2111904,Sucupira do Norte,169.8160498504,470.5280081054,1194.2696407234,4.0626139825,2871.3460348081,
MA,2111953,Sucupira do Riachão,,,,,,
MA,2112001,Tasso Fragoso,181.6584849058,145.2003020455,97.5104728177,330.4627221217,1697.6424509167,
MA,2112100,Timbiras,1671.0122747449,1405.1779442068,992.784342657,2545.7303462051,5675.792667216,
MA,2112209,Timon,9249.9472680016,17125.1487126863,26637.984175061,54694.9503702361,101677.338111036,
MA,2112233,Trizidela do Vale,,,,,,
MA,2112274,Tufilândia,,,,,,
MA,2112308,Tuntum,178.7537366847,621.5136217601,1815.591264067,2067.547251973,4679.7578788615,
MA,2112407,Turiaçu,864.7212012119,971.0261405303,916.1311419005,4419.1301576696,12089.7771597567,
MA,2112456,Turilândia,,,,,,
MA,2112506,Tutóia,1734.3581301824,1902.0296349432,2430.8379538008,9381.3193109483,14233.8277511574,
MA,2112605,Urbano Santos,1181.4504783999,725.3108434765,374.1146614853,1759.7320437849,11226.0858109094,
MA,2112704,Vargem Grande,1353.8361132151,2060.6533182895,2635.2127395203,5248.7341035283,7970.3481231369,
MA,2112803,Viana,1255.7450002093,1804.8437120864,3710.2306546409,9092.044689611,12840.9142699204,
MA,2112852,Vila Nova dos Martírios,,,,,,
MA,2112902,Vitória do Mearim,820.5913724678,698.1607971557,499.0635844416,1965.0665939643,12866.7938355833,
MA,2113009,Vitorino Freire,2174.98609111,2160.8084936734,1803.6322120693,2701.1279291956,7288.6204389204,
MA,2114007,Zé Doca,,,,,13891.5187965667,
MG,3100104,Abadia dos Dourados,373.0900340262,794.2327195875,1642.4803350133,1854.4461192451,3301.1759577052,
MG,3100203,Abaeté,4246.282011354,5600.689178629,7176.1645178787,10771.9230847271,18527.9933673034,
MG,3100302,Abre Campo,3448.5540501746,3375.6389689619,3209.9127241744,3871.2194632021,10518.3090817008,
MG,3100401,Acaiaca,226.6162094059,257.6130558599,284.4874062587,656.7446203965,3781.6426389818,
MG,3100500,Açucena,2084.5773460076,3333.6335062679,5178.8814445345,3791.0949712681,8687.1477408583,
MG,3100609,Água Boa,1127.0509161357,1697.4262288904,2483.4565089223,3951.3737593094,8330.4291435299,
MG,3100708,Água Comprida,1519.0094242499,1212.5799012188,940.3262077077,1440.6657522362,3948.4973971785,
MG,3100807,Aguanil,198.994319504,403.7376801828,795.7491168514,1077.7447493722,3567.8382869619,
MG,3100906,Águas Formosas,1235.2042315259,2101.9000614855,3474.5905400194,4732.7779500142,14007.7895651386,
MG,3101003,Águas Vermelhas,777.0115437529,977.7267253479,1195.1592574078,2397.7861753302,13743.3990010644,
MG,3101102,Aimorés,6251.98135486,8391.1215064845,10940.5869870836,12518.0749750361,27608.570745525,
MG,3101201,Aiuruoca,998.6674841975,1727.9548864853,2904.4383833213,2754.6187815199,6194.0660081048,
MG,3101300,Alagoa,314.5394082485,200.1512762265,123.7257057563,269.2404244971,2632.5946277762,
MG,3101409,Albertina,122.9368620983,175.2994777986,242.8272373282,449.0493047018,2219.2282897561,
MG,3101508,Além Paraíba,10864.8369684677,12926.6607369188,14940.5906049236,20077.7206428311,49403.0985507092,
MG,3101607,Alfenas,7434.9568720296,14459.7896416616,27318.9355890238,45808.218329462,98379.9269617942,
MG,3101631,Alfredo Vasconcelos,,,,,3676.6307071135,
MG,3101706,Almenara,8899.7923784085,9732.8742148972,10340.002032444,17359.3102598784,29166.225851085,
MG,3101805,Alpercata,827.1977944196,1491.691531452,2613.1657566512,3632.7128435621,6464.5809280624,
MG,3101904,Alpinópolis,2399.9920958375,3624.3118698751,5316.9134312269,3611.7655396765,9725.4966156932,
MG,3102001,Alterosa,840.3279181406,1157.8503995678,1549.7954635025,2601.8782480604,9809.0294225166,
MG,3102050,Alto Caparaó,,,,,,
MG,3102100,Alto Rio Doce,1093.7879360426,2072.6036632136,3815.2031826952,3888.1663305331,7913.1599731547,
MG,3102209,Alvarenga,464.7091195458,399.3304068199,333.3510626122,587.0496777252,2711.7404828925,
MG,3102308,Alvinópolis,2651.8959509281,2340.6885424886,2007.0077813654,2824.2681978571,8146.4195645682,
MG,3102407,Alvorada de Minas,556.3282050652,679.3274970391,805.8339992437,1781.9117626857,4105.6942356007,
MG,3102506,Amparo do Serra,249.472350698,363.7583860931,515.254611417,1167.5190429825,4872.6374338397,
MG,3102605,Andradas,6443.0003399559,7516.3212611952,8518.0619123698,8959.1463703994,16155.9977738772,
MG,3102704,Cachoeira de Pajeú,96.2875739536,259.8211177016,681.0781173289,904.6152666792,2863.1996760553,
MG,3102803,Andrelândia,5054.4168113341,5554.3454019932,5929.4306142271,7057.3415166793,12064.1090906692,
MG,3102852,Angelândia,,,,,,
MG,3102902,Antônio Carlos,1314.9575756089,1668.7540360871,2057.2695339339,2350.3679517272,6319.6364252505,
MG,3103009,Antônio Dias,1128.6070789471,1911.4853200106,3144.9767706133,4157.5311846167,8995.0927445668,
MG,3103108,Antônio Prado de Minas,449.828312662,346.1488713484,258.7601121984,502.3416202937,2262.4976980389,
MG,3103207,Araçaí,229.5340146773,169.8735388171,122.1300945637,699.8947505052,2374.2932103752,
MG,3103306,Aracitaba,168.0655836282,244.6081446354,345.8448531643,770.0234277603,4315.4055105522,
MG,3103405,Araçuaí,3641.420978609,7474.2034898429,14903.1208517953,13631.8942697925,23940.2344754181,
MG,3103504,Araguari,55309.2359019364,52981.5473517628,49302.6082181051,65864.1763181319,147133.881848042,
MG,3103603,Arantina,143.9450600518,299.9695709024,607.2617354554,429.8440283908,1677.1500045891,
MG,3103702,Araponga,287.8901201036,232.2566189102,182.0236069286,652.1033001373,3694.9055966743,
MG,3103751,Araporã,,,,,5896.0262085199,
MG,3103801,Arapuá,101.1505827392,357.8227958192,1229.6624130276,1640.6005648851,3733.8186865317,
MG,3103900,Araújos,1057.4126303269,1805.3029283685,2994.1527844808,3406.627669356,2707.1024681197,
MG,3104007,Araxá,11981.8700865052,21226.9681894347,36531.677042287,37255.9643348857,76114.5865344522,
MG,3104106,Arceburgo,2750.3232487474,2071.0809934431,1515.0560644779,2195.1535485929,6377.7997482238,
MG,3104205,Arcos,3465.1855402211,4831.1177274165,6543.1522513071,8568.1412511695,23197.1836005796,
MG,3104304,Areado,3631.305920335,2630.1155216867,1850.568173317,3466.2084460158,12542.3573144232,
MG,3104403,Argirita,837.2155925177,1480.9740467032,2544.9301411092,3135.1074660549,6780.4109646494,
MG,3104452,Aricanduva,,,,,,
MG,3104502,Arinos,550.4925945226,1169.0990291428,2411.9560869839,2918.9395133184,9204.1896661998,
MG,3104601,Astolfo Dutra,933.5031664713,1669.3480556871,2899.9884870581,4054.8107399483,9587.7315133537,
MG,3104700,Ataléia,991.9565320735,1507.594076205,2225.8427581632,2796.7464552607,6176.7734405491,
MG,3104809,Augusto de Lima,692.4924510603,542.3858861804,412.6862453341,810.515276581,3482.7503627558,
MG,3104908,Baependi,2876.4696966443,3171.5017180266,3396.9439167149,4273.7492433105,12785.0100372524,
MG,3105004,Baldim,1398.2122860172,1394.1483192836,1350.4021570616,1877.196242269,5195.9916664997,
MG,3105103,Bambuí,3433.7705034666,5131.598212504,7449.9318955421,7463.59944951,13976.0623013433,
MG,3105202,Bandeira,544.65698398,603.8191778985,650.2928907019,856.2372596025,3538.3712418962,
MG,3105301,Bandeira do Sul,43.7670790697,184.8607394996,758.5078614423,1443.2678004455,3099.409757021,
MG,3105400,Barão de Cocais,2153.4375504107,3349.5589598471,5061.2903216159,5985.3230205336,17464.1864531584,
MG,3105509,Barão de Monte Alto,291.7805271321,351.9725108065,412.4577476149,849.1439810847,3792.7962617098,
MG,3105608,Barbacena,81909.4076579369,105889.9251002,132982.280043283,150492.957904517,272344.41268009,
MG,3105707,Barra Longa,1621.1326087461,2001.504689679,2400.5621837586,2593.1742565443,4706.310992613,
MG,3105905,Barroso,4059.6397341651,5918.5495811378,8382.2645559157,8499.3464621153,15716.9884333007,
MG,3106002,Bela Vista de Minas,321.9311816025,856.4467559079,2213.3799503528,2953.3125592533,5799.3898475753,
MG,3106101,Belmiro Braga,410.2434211478,638.7929831983,966.2665081163,1578.1757155458,2438.2719822325,
MG,3106200,Belo Horizonte,1779383.95982377,2492201.42535296,3390899.25353894,4460298.06451955,8621220.60167894,
MG,3106309,Belo Oriente,448.9529710807,1084.0765779881,2542.9472456464,6996.1596545902,35656.7717358597,
MG,3106408,Belo Vale,2145.2676956511,1865.9306028667,1576.6226448895,2200.9006806026,5512.5909906292,
MG,3106507,Berilo,493.498131556,523.5051843553,539.4792425094,1367.7308464494,6861.7389131187,
MG,3106606,Bertópolis,479.6871866053,724.7286684422,1063.6801205648,1641.794941271,8380.6974520873,
MG,3106655,Berizal,,,,,,
MG,3106705,Betim,15962.8263385203,23978.3095312346,34990.1346065797,75288.1889203301,315864.666758963,
MG,3106804,Bias Fortes,1033.6811474534,1190.1978950963,1331.2819326486,1251.7304187481,2831.6812876269,
MG,3106903,Bicas,2832.6053573988,4716.8863932691,7630.3250356937,9080.5693450926,17548.2262743868,
MG,3107000,Biquinhas,1331.4918054796,927.1688045765,627.18751115,909.6316120526,1874.9971826336,
MG,3107109,Boa Esperança,3540.8539569242,5317.1500219432,7756.5409793064,12949.0273748476,35057.3228314188,
MG,3107208,Bocaina de Minas,378.3420835147,733.2853522298,1380.6374400252,1552.102380372,3183.6368631837,
MG,3107307,Bocaiúva,4789.1883121711,6390.0890399107,8282.6666601841,12364.3400154598,36746.5289351464,
MG,3107406,Bom Despacho,25442.5811446916,25542.7704730008,24911.1118252016,31694.5318710207,69238.7847121427,
MG,3107505,Bom Jardim de Minas,1076.183844239,1028.8854938118,955.5774622628,1437.1870350765,5195.135743119,
MG,3107604,Bom Jesus da Penha,0,590.6048070911,745.2743579344,810.761853377,1869.1444526189,
MG,3107703,Bom Jesus do Amparo,1628.1353413972,1605.0369167319,1537.0847937591,2175.530117526,5308.7536860589,
MG,3107802,Bom Jesus do Galho,1871.2857806741,2896.887628065,4356.5375168582,5599.9009620477,7463.6185946914,
MG,3107901,Bom Repouso,821.362183877,811.4825350076,778.8286670925,1272.6139739799,2278.8205846188,
MG,3108008,Bom Sucesso,835.0758686521,1344.7917424056,2103.7901204536,4061.6107442672,13109.1604368979,
MG,3108107,Bonfim,1590.9819542759,1326.3925519423,1074.2297440813,1849.2261683286,5010.4519634854,
MG,3108206,Bonfinópolis de Minas,362.7804554011,1019.684691667,2784.2369644225,3559.2701832312,12337.4816593155,
MG,3108255,Bonito de Minas,,,,,,
MG,3108305,Borda da Mata,4944.9018534839,4479.2619790841,3941.6088956004,6086.2505971143,18575.6710263266,
MG,3108404,Botelhos,2314.403141212,2949.8255907098,3652.3462742918,4976.8787386308,10198.044459223,
MG,3108503,Botumirim,246.6518056024,451.2781226531,802.0889603523,1501.5358917516,3941.9833358108,
MG,3108552,Brasilândia de Minas,,,,,,
MG,3108602,Brasília de Minas,1077.6427468746,3481.7656610469,10928.046722419,10218.5713298883,17885.6852074479,
MG,3108701,Brás Pires,437.6707906983,413.4740798907,379.4611278055,967.8428266071,3124.8298337007,
MG,3108800,Braúnas,996.138719629,660.6815929826,425.6796325947,1145.3723474407,1290.9439459173,
MG,3108909,Brasópolis,3549.7046329138,4929.4093813868,6649.9110331919,5741.8555829868,7398.91935708,
MG,3109006,Brumadinho,2009.2979700074,4029.1066891169,7848.5868317719,12418.1556137783,36023.0685882872,
MG,3109105,Bueno Brandão,2462.0440879408,2834.4037782645,3169.9023862344,4372.4709872842,12271.173894127,
MG,3109204,Buenópolis,650.1842746262,1276.8027084554,2435.7314683227,3240.1293548966,11150.7046876912,
MG,3109253,Bugre,,,,,,
MG,3109303,Buritis,1132.5947461512,1192.4393177276,1219.5968948485,2693.2504418039,16522.4897425788,
MG,3109402,Buritizeiro,1488.7615096038,2219.0796028908,3213.2085133127,4016.4812336026,13342.3611660666,
MG,3109451,Cabeceira Grande,,,,,,
MG,3109501,Cabo Verde,1496.4450634849,2162.6262453145,3036.1305265126,3779.6724382462,10315.9651074354,
MG,3109600,Cachoeira da Prata,489.7049847034,971.8500286065,1873.6232059137,3303.928768307,5175.340421983,
MG,3109709,Cachoeira de Minas,591.730909024,1185.4100214579,2306.9129744152,3188.6595282473,7108.1147818606,
MG,3109808,Cachoeira Dourada,855.8895462542,796.5194642863,720.1008803803,1065.194453605,5773.8335953547,
MG,3109907,Caetanópolis,1303.6753952264,1875.217758433,2620.3072785912,3571.165364655,11355.8858591373,
MG,3110004,Caeté,4455.3913891319,8486.7732132696,15704.2648385285,16247.9452114327,30015.1813814516,
MG,3110103,Caiana,375.7160587706,366.6408068789,347.5682681662,832.1024241299,2927.9281030714,
MG,3110202,Cajuri,513.5337277525,832.4916314524,1311.0192196391,1469.1762205453,3250.2288614568,
MG,3110301,Caldas,2383.6523863181,3063.0169490596,3823.614997041,5472.2833529744,8981.4055852804,
MG,3110400,Camacho,199.3833602069,298.5019966828,434.13404821,1124.1526256452,1486.8393700157,
MG,3110509,Camanducaia,2359.6291229175,2993.8710872545,3690.1219819936,5691.502494751,16787.1366835524,
MG,3110608,Cambuí,4367.9544911679,4546.5550977382,4597.3237660831,6145.9711492941,17662.2796826143,
MG,3110707,Cambuquira,4007.897320687,4878.3026180137,5768.1848083872,8215.7063835518,13720.9534202442,
MG,3110806,Campanário,454.2050205689,1047.7680537144,2347.9922169406,1971.5431057279,1841.6971043863,
MG,3110905,Campanha,3866.4810252035,3145.5755886397,2486.0087122622,3822.7414303878,10541.8168403256,
MG,3111002,Campestre,1637.7640987926,2274.1480199425,3067.6399747248,5408.2811263846,13356.560114914,
MG,3111101,Campina Verde,2458.3482012638,4463.1631786415,7871.5527889864,8150.3318472008,19498.0606164939,
MG,3111150,Campo Azul,,,,,,
MG,3111200,Campo Belo,7092.892834055,9823.8002972294,13217.640344277,23723.2774021954,58659.3136519704,
MG,3111309,Campo do Meio,2379.4701987625,1940.916289483,1537.9832932655,2013.0587806308,6966.3262697269,
MG,3111408,Campo Florido,745.012945944,1082.7286094962,1528.599395402,1925.2033296462,5929.495757675,
MG,3111507,Campos Altos,2740.8890117036,2966.0287024949,3118.010166889,3204.8816306364,6727.8348043073,
MG,3111606,Campos Gerais,2279.6812584833,3546.5124229062,5359.78192708,5878.1548645222,17990.6562043118,
MG,3111705,Canaã,814.8457521044,681.1210825717,553.0845389166,774.3406285075,1905.7556193304,
MG,3111804,Canápolis,1028.1373174379,1773.7554477827,2972.7243458183,4122.4580970868,9545.7744888088,
MG,3111903,Cana Verde,599.122682378,633.1664218803,650.0372830837,1193.3961182521,4206.0841715743,
MG,3112000,Candeias,1264.6740647664,1658.7906187598,2113.6000310142,4075.2119517342,13355.4585711681,
MG,3112059,Cantagalo,,,,,,
MG,3112109,Caparaó,216.3066307805,593.7412362008,1583.225841694,2260.1722920293,5285.2000954161,
MG,3112208,Capela Nova,306.953114543,685.0874500757,1485.3823437059,1542.8934446595,2933.091879458,
MG,3112307,Capelinha,677.9034247037,1997.3596556942,5716.9316080873,12484.5589079302,33466.7045525616,
MG,3112406,Capetinga,1642.5298474025,2961.9256036951,5188.6371352974,4042.8690010784,4998.3569499105,
MG,3112505,Capim Branco,649.3089330447,817.5696017735,1000.0376964657,1591.1641389688,4550.2721275062,
MG,3112604,Capinópolis,2212.0854363643,3086.5141532308,4183.626708804,5256.2283147673,12114.4278899463,
MG,3112653,Capitão Andrade,,,,,2447.2743802164,
MG,3112703,Capitão Enéas,1023.079788301,1452.7979860843,2004.0992764973,2580.9741015168,9682.8189018751,
MG,3112802,Capitólio,280.1093060469,603.3051839272,1262.3066041509,1879.7618976257,5791.8943439935,
MG,3112901,Caputira,815.4293131586,801.3983769772,765.1188039321,816.910187727,3102.367908941,
MG,3113008,Caraí,626.9390926312,893.4584560938,1236.9201202483,3072.8062724217,17338.1887908876,
MG,3113107,Caranaíba,30.1506544704,123.4832231054,491.2894607856,825.3685001032,3096.3232222465,
MG,3113206,Carandaí,1770.6214988134,3195.9076264409,5603.7787629036,4612.7942046348,10907.8791118313,
MG,3113305,Carangola,9117.5579118248,12484.1920640841,16605.8316364886,19231.2002593805,32793.6744272846,
MG,3113404,Caratinga,19616.1130585659,29325.7123917505,42589.4923920393,48020.5030899779,79072.7965639293,
MG,3113503,Carbonita,416.0790316904,814.7474744385,1549.8458104575,2079.4213962711,4941.6706957684,
MG,3113602,Careaçu,468.7940469255,1072.4899274998,2383.5410400893,2267.9350987609,6501.2783196678,
MG,3113701,Carlos Chagas,2227.2580237752,4675.2992398825,9533.811731672,10027.3902258263,18112.2522256402,
MG,3113800,Carmésia,3156.287222164,1894.8855636118,1105.1156646185,1113.1745801825,1991.3282006797,
MG,3113909,Carmo da Cachoeira,1294.1438980066,2902.3514785535,6323.1825315979,5994.1025404158,7776.556736248,
MG,3114006,Carmo da Mata,833.5197058407,2053.1633907327,4913.0301573511,4187.3242513444,10728.1962659431,
MG,3114105,Carmo de Minas,1287.8219865855,2069.8323405792,3231.7129557361,6979.0430006119,15874.9753452362,
MG,3114204,Carmo do Cajuru,1833.5488324984,2597.3446944122,3574.2504012342,4987.3798949981,11113.0711218942,
MG,3114303,Carmo do Paranaíba,3603.392249906,4162.5143088473,4671.0898010016,6767.3374734154,23542.1106291655,
MG,3114402,Carmo do Rio Claro,1646.3229942552,4374.1764485099,11290.0490753303,6585.1437413609,17075.3652596732,
MG,3114501,Carmópolis de Minas,1083.283837066,1372.0387304045,1688.1411504536,2993.2543352887,9326.7433453446,
MG,3114550,Carneirinho,,,,,11632.7564225409,
MG,3114600,Carrancas,67.6930822946,230.7528004097,764.1312290436,753.6635727437,1816.1520015255,
MG,3114709,Carvalhópolis,611.9610255717,414.7416302271,273.0547746065,627.9541313993,3130.9213049977,
MG,3114808,Carvalhos,1005.6702168488,1322.461040029,1689.3843329604,2340.6640044763,5055.5753111104,
MG,3114907,Casa Grande,362.5859350496,318.9393671187,272.5358136844,532.2761593623,2127.0673892236,
MG,3115003,Cascalho Rico,445.2570844037,584.404757821,745.1349355971,1270.1538562992,4885.9277651055,
MG,3115102,Cássia,2071.8362629895,3823.7232735312,6855.446668156,11208.9778483671,24554.1803802593,
MG,3115201,Conceição da Barra de Minas,68.0821229976,213.4161945265,649.8901150609,716.7498120233,1608.6940344618,
MG,3115300,Cataguases,12172.0137300196,14321.9348024099,16370.3976558758,24657.9863329951,54885.2756266756,
MG,3115359,Catas Altas,,,,,,
MG,3115409,Catas Altas da Noruega,97.4546960622,204.5278793937,416.9851007319,1009.5610440693,1916.49645146,
MG,3115458,Catuji,,,,,1595.5060789033,
MG,3115474,Catuti,,,,,,
MG,3115508,Caxambu,8150.208204206,10177.149121805,12345.3057630211,14578.6680391236,33193.5793883949,
MG,3115607,Cedro do Abaeté,326.0161089822,382.2156588918,435.3075195483,1001.5457429616,4566.7421141472,
MG,3115706,Central de Minas,1141.9317230195,1201.5270897179,1228.1326401607,1594.1412662916,4367.8283376135,
MG,3115805,Centralina,2654.0356747939,2066.2305813991,1562.6765383247,2067.4903914783,6483.7456504073,
MG,3115904,Chácara,320.3750187911,468.418514257,665.3156475376,817.5337975498,2781.1777161599,
MG,3116001,Chalé,58.3561054265,173.8013692416,502.8498962469,1267.8310790346,5132.5310366278,
MG,3116100,Chapada do Norte,334.5750044447,338.0015992888,331.7128501499,625.3265484436,3762.6021575441,
MG,3116159,Chapada Gaúcha,,,,,,
MG,3116209,Chiador,739.5663761043,888.387278427,1036.6825340989,1456.7700598756,3408.9220487097,
MG,3116308,Cipotânea,481.3406095924,532.4167270974,572.0963237338,590.122752958,2894.2083728482,
MG,3116407,Claraval,248.4997489409,286.8392548432,321.6395862855,1154.7866625782,4349.9561305845,
MG,3116506,Claro dos Poções,672.2623345124,985.005062553,1402.0271502607,1460.2476333727,3976.8781386132,
MG,3116605,Cláudio,4200.861509297,3723.1556052437,3205.5480304509,3730.9028075999,11067.2317965604,
MG,3116704,Coimbra,621.6870431428,572.0269584851,511.3043118625,879.8392216424,3759.1524226179,
MG,3116803,Coluna,234.7860641656,408.7416489495,691.2636936317,895.2594918191,2420.5536056985,
MG,3116902,Comendador Gomes,690.1582068432,330.0864609338,153.3645709442,359.8309939656,2742.9962982254,
MG,3117009,Comercinho,752.6964998251,629.5272571393,511.4785897838,706.4340016792,1698.5176034442,
MG,3117108,Conceição da Aparecida,324.6544665222,642.6055830105,1235.6227179437,1346.6041793848,4179.6058536531,
MG,3117207,Conceição das Pedras,124.4930249097,228.2826731096,406.6484835639,800.8786289751,2640.3763861912,
MG,3117306,Conceição das Alagoas,2240.5826678477,3035.7495411148,3995.6660340155,5917.1936729704,17948.2483907212,
MG,3117405,Conceição de Ipanema,212.805264455,348.8363234233,0,0.2972412092,2292.0371599888,
MG,3117504,Conceição do Mato Dentro,2626.6083052435,3324.1665366448,4086.8482425585,5948.5998436875,10836.6597669967,
MG,3117603,Conceição do Pará,1034.0701881564,1148.3860783486,1238.9223799245,1742.2424076073,4808.9194550361,
MG,3117702,Conceição do Rio Verde,3611.5621046658,2481.5960094563,1656.4767885335,2604.3964484656,8366.4231935224,
MG,3117801,Conceição dos Ouros,488.4406024193,649.0903816116,837.9476109171,992.0590559584,4903.6401472515,
MG,3117836,Cônego Marinho,,,,,,
MG,3117876,Confins,,,,,,
MG,3117900,Congonhal,379.3146852717,1001.902709374,2570.8084760346,2300.4592297349,5154.4106935258,
MG,3118007,Congonhas,2936.6737454091,6301.7185324361,13136.5275267555,20214.2887736405,63520.3942385564,
MG,3118106,Congonhas do Norte,0,361.0792967753,455.6399437266,1081.1265212994,2665.8951290016,
MG,3118205,Conquista,2966.1435786496,3126.8144394633,3202.0663448629,3530.3438227912,8272.4705824722,
MG,3118304,Conselheiro Lafaiete,15569.2144074191,22449.8787008893,31447.025733501,38311.8922137981,89877.8917623094,
MG,3118403,Conselheiro Pena,5746.5202216915,6150.9829692647,6395.9106446725,9649.6602646884,29106.6154544407,
MG,3118502,Consolação,112.8218038243,242.6908499888,507.1448788019,721.304320085,2343.9508866637,
MG,3118601,Contagem,54401.6039422041,94489.8719153859,159432.587361515,259720.043826819,711981.70044576,
MG,3118700,Coqueiral,1320.7931861515,1178.8923803781,1022.1903567132,1224.4783248962,4013.5568484358,
MG,3118809,Coração de Jesus,2968.9641237451,3503.5973166205,4016.4438351043,7590.2826050435,17451.4776914699,
MG,3118908,Cordisburgo,1880.3309770151,1883.8058874181,1833.3959887826,2229.1018825477,4634.8401244545,
MG,3119005,Cordislândia,243.5394799795,457.6480925184,835.4341360044,607.8108450162,1652.32682556,
MG,3119104,Corinto,5185.4262680164,8010.7004221382,12021.9466345767,12916.1024958164,18110.0219111398,
MG,3119203,Coroaci,784.5005772825,1376.036925936,2344.688682117,2634.7423347298,4788.6804852757,
MG,3119302,Coromandel,3473.3553949807,5286.8479748894,7817.4065751892,13240.7015478789,44924.4329177232,
